Timestamp,Gas Flow (slm),Lab Temperature (C),Lab Pressure (kPa),Gas Sensor Temperature (C),Humidity (%RH)
2026-03-24 14:04:55.3,-0.0,25.2,97.1,24.9,24.0
2026-03-24 14:04:55.4,-0.0,25.2,97.1,24.9,24.0
2026-03-24 14:04:55.4,-0.0,25.2,97.1,24.9,24.0
2026-03-24 14:04:55.5,-0.0,25.2,97.1,24.9,24.0
2026-03-24 14:04:55.5,-0.0,25.2,97.1,24.9,24.0
2026-03-24 14:04:55.6,-0.0,25.2,97.1,24.9,24.0
2026-03-24 14:04:55.6,-0.0,25.2,97.1,24.9,24.0
2026-03-24 14:04:55.7,-0.0,25.2,97.1,24.9,24.0
2026-03-24 14:04:55.7,-0.0,25.2,97.1,24.9,24.0
2026-03-24 14:04:55.8,-0.0,25.2,97.1,24.9,24.0
2026-03-24 14:04:55.9,-0.0,25.2,97.1,24.9,24.0
2026-03-24 14:04:55.9,-0.0,25.2,97.1,24.9,24.0
2026-03-24 14:04:56.0,-0.0,25.2,97.1,24.9,24.0
2026-03-24 14:04:56.0,-0.0,25.2,97.1,24.9,24.0
2026-03-24 14:04:56.1,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:56.1,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:56.2,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:56.2,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:56.3,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:56.3,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:56.4,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:56.4,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:56.5,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:56.9,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:57.2,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:57.3,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:57.3,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:57.4,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:57.4,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:57.5,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:57.5,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:57.6,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:57.6,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:57.7,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:57.7,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:57.8,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:57.8,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:57.9,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:58.0,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:58.0,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:58.1,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:58.1,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:58.2,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:58.2,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:58.3,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:58.3,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:58.4,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:58.4,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:58.5,-0.0,25.2,97.1,24.8,24.0
2026-03-24 14:04:59.2,-0.0,25.2,97.1,24.9,24.1
2026-03-24 14:04:59.3,-0.0,25.2,97.1,24.9,24.1
2026-03-24 14:04:59.3,-0.0,25.2,97.1,24.9,24.1
2026-03-24 14:04:59.4,-0.0,25.2,97.1,24.9,24.1
2026-03-24 14:04:59.4,-0.0,25.2,97.1,24.9,24.1
2026-03-24 14:04:59.5,-0.0,25.2,97.1,24.9,24.1
2026-03-24 14:04:59.5,-0.0,25.2,97.1,24.9,24.1
2026-03-24 14:04:59.6,-0.0,25.2,97.1,24.9,24.1
2026-03-24 14:04:59.6,-0.0,25.2,97.1,24.8,24.1
2026-03-24 14:04:59.7,-0.0,25.2,97.1,24.8,24.1
2026-03-24 14:04:59.7,-0.0,25.2,97.1,24.8,24.1
2026-03-24 14:04:59.8,-0.0,25.2,97.1,24.8,24.1
2026-03-24 14:04:59.8,-0.0,25.2,97.1,24.8,24.1
2026-03-24 14:04:59.9,-0.0,25.2,97.1,24.8,24.1
2026-03-24 14:04:59.9,-0.0,25.2,97.1,24.8,24.1
2026-03-24 14:05:00.0,-0.0,25.2,97.1,24.8,24.1
2026-03-24 14:05:00.0,-0.0,25.2,97.1,24.8,24.1
2026-03-24 14:05:00.1,-0.0,25.2,97.1,24.8,24.1
2026-03-24 14:05:00.2,-0.0,25.2,97.1,24.8,24.1
2026-03-24 14:05:00.2,-0.0,25.2,97.1,24.8,24.1
2026-03-24 14:05:00.3,-0.0,25.2,97.1,24.8,24.1
2026-03-24 14:05:00.3,-0.0,25.2,97.1,24.8,24.1
2026-03-24 14:05:00.4,-0.0,25.2,97.1,24.8,24.1
2026-03-24 14:05:00.4,-0.0,25.2,97.1,24.8,24.1
2026-03-24 14:05:00.5,-0.0,25.2,97.1,24.8,24.1
2026-03-24 14:05:00.5,-0.0,25.2,97.1,24.8,24.1
2026-03-24 14:05:01.2,-0.0,25.2,97.1,24.9,24.1
2026-03-24 14:05:01.3,-0.0,25.2,97.1,24.9,24.1
2026-03-24 14:05:01.3,-0.0,25.2,97.1,24.9,24.1
2026-03-24 14:05:01.4,-0.0,25.2,97.1,24.9,24.1
2026-03-24 14:05:01.4,-0.0,25.2,97.1,24.9,24.1
2026-03-24 14:05:01.5,-0.0,25.2,97.1,24.9,24.1
2026-03-24 14:05:01.5,-0.0,25.2,97.1,24.9,24.1
2026-03-24 14:05:01.6,-0.0,25.2,97.1,24.9,24.1
2026-03-24 14:05:01.7,-0.0,25.2,97.1,24.9,24.1
2026-03-24 14:05:01.7,-0.0,25.2,97.1,24.9,24.1
2026-03-24 14:05:01.8,6.9,25.2,97.1,24.8,24.1
2026-03-24 14:05:01.8,6.9,25.2,97.1,24.8,24.1
2026-03-24 14:05:01.9,6.9,25.2,97.1,24.8,24.1
2026-03-24 14:05:01.9,6.9,25.2,97.1,24.8,24.1
2026-03-24 14:05:02.0,6.9,25.2,97.1,24.8,24.1
2026-03-24 14:05:02.0,6.9,25.2,97.1,24.8,24.1
2026-03-24 14:05:02.1,6.9,25.2,97.1,24.8,24.1
2026-03-24 14:05:02.1,6.9,25.2,97.1,24.8,24.1
2026-03-24 14:05:02.2,6.9,25.2,97.1,24.8,24.1
2026-03-24 14:05:02.3,6.9,25.2,97.1,24.8,24.1
2026-03-24 14:05:02.3,6.9,25.2,97.1,24.8,24.1
2026-03-24 14:05:02.4,6.9,25.2,97.1,24.8,24.1
2026-03-24 14:05:02.4,6.9,25.2,97.1,24.8,24.1
2026-03-24 14:05:02.5,6.9,25.2,97.1,24.8,24.1
2026-03-24 14:05:02.5,3.7,25.2,97.1,24.8,24.1
2026-03-24 14:05:02.8,3.7,25.2,97.1,24.8,24.1
2026-03-24 14:05:03.2,3.8,25.2,97.1,24.8,24.1
2026-03-24 14:05:03.3,3.8,25.2,97.1,24.8,24.1
2026-03-24 14:05:03.3,3.8,25.2,97.1,24.8,24.1
2026-03-24 14:05:03.4,3.8,25.2,97.1,24.8,24.1
2026-03-24 14:05:03.4,3.8,25.2,97.1,24.8,24.1
2026-03-24 14:05:03.5,3.8,25.2,97.1,24.8,24.1
2026-03-24 14:05:03.5,3.8,25.2,97.1,24.8,24.1
2026-03-24 14:05:03.6,3.8,25.2,97.1,24.8,24.1
2026-03-24 14:05:03.7,3.8,25.2,97.1,24.8,24.1
2026-03-24 14:05:03.7,3.8,25.2,97.1,24.8,24.1
2026-03-24 14:05:03.8,3.8,25.2,97.1,24.8,24.1
2026-03-24 14:05:03.8,3.8,25.2,97.1,24.8,24.1
2026-03-24 14:05:03.9,3.8,25.2,97.1,24.8,24.1
2026-03-24 14:05:03.9,3.8,25.2,97.1,24.8,24.1
2026-03-24 14:05:04.0,3.7,25.2,97.1,24.8,24.1
2026-03-24 14:05:04.0,3.7,25.2,97.1,24.8,24.1
2026-03-24 14:05:04.1,3.7,25.2,97.1,24.8,24.1
2026-03-24 14:05:04.1,3.7,25.2,97.1,24.8,24.1
2026-03-24 14:05:04.2,3.7,25.2,97.1,24.8,24.1
2026-03-24 14:05:04.2,3.7,25.2,97.1,24.8,24.1
2026-03-24 14:05:04.3,3.7,25.2,97.1,24.8,24.1
2026-03-24 14:05:04.3,3.7,25.2,97.1,24.8,24.1
2026-03-24 14:05:04.4,3.7,25.2,97.1,24.8,24.1
2026-03-24 14:05:04.4,3.7,25.2,97.1,24.8,24.1
2026-03-24 14:05:04.5,3.7,25.2,97.1,24.8,24.1
2026-03-24 14:05:05.2,3.7,25.2,97.1,24.8,24.1
2026-03-24 14:05:05.2,3.7,25.2,97.1,24.8,24.1
2026-03-24 14:05:05.3,3.7,25.2,97.1,24.8,24.1
2026-03-24 14:05:05.3,3.7,25.2,97.1,24.8,24.1
2026-03-24 14:05:05.4,3.7,25.2,97.1,24.7,24.1
2026-03-24 14:05:05.5,3.7,25.2,97.1,24.7,24.1
2026-03-24 14:05:05.5,3.7,25.2,97.1,24.7,24.1
2026-03-24 14:05:05.6,3.7,25.2,97.1,24.7,24.1
2026-03-24 14:05:05.6,3.7,25.2,97.1,24.7,24.1
2026-03-24 14:05:05.7,3.7,25.2,97.1,24.7,24.1
2026-03-24 14:05:05.7,3.7,25.2,97.1,24.7,24.1
2026-03-24 14:05:05.8,3.7,25.2,97.1,24.7,24.1
2026-03-24 14:05:05.8,3.7,25.2,97.1,24.7,24.1
2026-03-24 14:05:05.9,3.7,25.2,97.1,24.7,24.1
2026-03-24 14:05:05.9,3.7,25.2,97.1,24.7,24.1
2026-03-24 14:05:06.0,3.7,25.2,97.1,24.7,24.1
2026-03-24 14:05:06.0,3.7,25.2,97.1,24.7,24.1
2026-03-24 14:05:06.1,3.7,25.2,97.1,24.7,24.1
2026-03-24 14:05:06.1,3.7,25.2,97.1,24.7,24.1
2026-03-24 14:05:06.2,3.7,25.2,97.1,24.7,24.1
2026-03-24 14:05:06.2,3.7,25.2,97.1,24.7,24.1
2026-03-24 14:05:06.3,3.7,25.2,97.1,24.7,24.1
2026-03-24 14:05:06.3,3.7,25.2,97.1,24.7,24.1
2026-03-24 14:05:06.4,3.7,25.2,97.1,24.7,24.1
2026-03-24 14:05:06.4,3.7,25.2,97.1,24.7,24.1
2026-03-24 14:05:06.5,3.7,25.2,97.1,24.7,24.1
2026-03-24 14:05:07.2,3.6,25.2,97.1,24.8,24.1
2026-03-24 14:05:07.3,3.6,25.2,97.1,24.8,24.1
2026-03-24 14:05:07.3,3.6,25.2,97.1,24.8,24.1
2026-03-24 14:05:07.4,3.6,25.2,97.1,24.8,24.1
2026-03-24 14:05:07.4,3.6,25.2,97.1,24.8,24.1
2026-03-24 14:05:07.5,3.6,25.2,97.1,24.8,24.1
2026-03-24 14:05:07.6,3.6,25.2,97.1,24.8,24.1
2026-03-24 14:05:07.6,3.6,25.2,97.1,24.8,24.1
2026-03-24 14:05:07.7,3.6,25.2,97.1,24.8,24.1
2026-03-24 14:05:07.7,3.6,25.2,97.1,24.8,24.1
2026-03-24 14:05:07.8,3.6,25.2,97.1,24.8,24.1
2026-03-24 14:05:07.8,3.6,25.2,97.1,24.8,24.1
2026-03-24 14:05:07.9,3.6,25.2,97.1,24.8,24.1
2026-03-24 14:05:07.9,3.6,25.2,97.1,24.8,24.1
2026-03-24 14:05:08.0,3.6,25.2,97.1,24.8,24.1
2026-03-24 14:05:08.0,3.6,25.2,97.1,24.8,24.1
2026-03-24 14:05:08.1,3.6,25.2,97.1,24.8,24.1
2026-03-24 14:05:08.1,3.6,25.2,97.1,24.8,24.1
2026-03-24 14:05:08.2,3.6,25.2,97.1,24.8,24.1
2026-03-24 14:05:08.2,3.6,25.2,97.1,24.8,24.1
2026-03-24 14:05:08.3,3.6,25.2,97.1,24.7,24.1
2026-03-24 14:05:08.3,3.6,25.2,97.1,24.7,24.1
2026-03-24 14:05:08.4,3.6,25.2,97.1,24.7,24.1
2026-03-24 14:05:08.4,3.6,25.2,97.1,24.7,24.1
2026-03-24 14:05:08.5,3.6,25.2,97.1,24.7,24.1
2026-03-24 14:05:08.8,3.6,25.2,97.1,24.7,24.1
2026-03-24 14:05:09.2,3.6,25.2,97.1,24.8,24.1
2026-03-24 14:05:09.3,3.6,25.2,97.1,24.8,24.1
2026-03-24 14:05:09.4,3.6,25.2,97.1,24.8,24.1
2026-03-24 14:05:09.4,3.6,25.2,97.1,24.8,24.1
2026-03-24 14:05:09.5,3.6,25.2,97.1,24.8,24.1
2026-03-24 14:05:09.5,3.6,25.2,97.1,24.8,24.1
2026-03-24 14:05:09.6,3.6,25.2,97.1,24.8,24.1
2026-03-24 14:05:09.6,3.6,25.2,97.1,24.8,24.1
2026-03-24 14:05:09.7,3.6,25.2,97.1,24.8,24.1
2026-03-24 14:05:09.7,3.5,25.2,97.1,24.7,24.0
2026-03-24 14:05:09.8,3.5,25.2,97.1,24.7,24.0
2026-03-24 14:05:09.8,3.5,25.2,97.1,24.7,24.0
2026-03-24 14:05:09.9,3.5,25.2,97.1,24.7,24.0
2026-03-24 14:05:09.9,3.5,25.2,97.1,24.7,24.0
2026-03-24 14:05:10.0,3.5,25.2,97.1,24.7,24.0
2026-03-24 14:05:10.0,3.5,25.2,97.1,24.7,24.0
2026-03-24 14:05:10.1,3.5,25.2,97.1,24.7,24.0
2026-03-24 14:05:10.1,3.5,25.2,97.1,24.7,24.0
2026-03-24 14:05:10.2,3.5,25.2,97.1,24.7,24.0
2026-03-24 14:05:10.2,3.5,25.2,97.1,24.7,24.0
2026-03-24 14:05:10.3,3.5,25.2,97.1,24.7,24.0
2026-03-24 14:05:10.4,3.5,25.2,97.1,24.7,24.0
2026-03-24 14:05:10.4,3.5,25.2,97.1,24.6,24.0
2026-03-24 14:05:10.5,3.5,25.2,97.1,24.6,24.0
2026-03-24 14:05:10.5,3.5,25.2,97.1,24.6,24.0
2026-03-24 14:05:11.1,3.5,25.2,97.1,24.6,24.0
2026-03-24 14:05:11.2,3.5,25.2,97.1,24.7,24.1
2026-03-24 14:05:11.3,3.5,25.2,97.1,24.7,24.1
2026-03-24 14:05:11.3,3.5,25.2,97.1,24.7,24.1
2026-03-24 14:05:11.4,3.5,25.2,97.1,24.7,24.1
2026-03-24 14:05:11.4,3.5,25.2,97.1,24.7,24.1
2026-03-24 14:05:11.5,3.5,25.2,97.1,24.7,24.1
2026-03-24 14:05:11.5,3.5,25.2,97.1,24.7,24.1
2026-03-24 14:05:11.6,3.5,25.2,97.1,24.7,24.1
2026-03-24 14:05:11.7,3.5,25.2,97.1,24.7,24.1
2026-03-24 14:05:11.7,3.5,25.2,97.1,24.7,24.1
2026-03-24 14:05:11.8,3.5,25.2,97.1,24.7,24.1
2026-03-24 14:05:11.8,3.5,25.2,97.1,24.7,24.1
2026-03-24 14:05:11.9,3.4,25.2,97.1,24.6,24.0
2026-03-24 14:05:11.9,3.4,25.2,97.1,24.6,24.0
2026-03-24 14:05:12.0,3.4,25.2,97.1,24.6,24.0
2026-03-24 14:05:12.0,3.4,25.2,97.1,24.6,24.0
2026-03-24 14:05:12.1,3.4,25.2,97.1,24.6,24.0
2026-03-24 14:05:12.1,3.4,25.2,97.1,24.6,24.0
2026-03-24 14:05:12.2,3.4,25.2,97.1,24.6,24.0
2026-03-24 14:05:12.2,3.4,25.2,97.1,24.6,24.0
2026-03-24 14:05:12.3,3.4,25.2,97.1,24.6,24.0
2026-03-24 14:05:12.3,3.4,25.2,97.1,24.6,24.0
2026-03-24 14:05:12.4,3.4,25.2,97.1,24.6,24.0
2026-03-24 14:05:12.4,3.4,25.2,97.1,24.6,24.0
2026-03-24 14:05:12.5,3.4,25.2,97.1,24.6,24.0
2026-03-24 14:05:13.2,3.4,25.2,97.1,24.7,24.0
2026-03-24 14:05:13.3,3.4,25.2,97.1,24.7,24.0
2026-03-24 14:05:13.3,3.4,25.2,97.1,24.7,24.0
2026-03-24 14:05:13.4,3.4,25.2,97.1,24.7,24.0
2026-03-24 14:05:13.4,3.4,25.2,97.1,24.7,24.0
2026-03-24 14:05:13.5,3.4,25.2,97.1,24.7,24.0
2026-03-24 14:05:13.5,3.4,25.2,97.1,24.7,24.0
2026-03-24 14:05:13.6,3.4,25.2,97.1,24.7,24.0
2026-03-24 14:05:13.7,3.4,25.2,97.1,24.7,24.0
2026-03-24 14:05:13.7,3.4,25.2,97.1,24.7,24.0
2026-03-24 14:05:13.8,3.4,25.2,97.1,24.7,24.0
2026-03-24 14:05:13.8,3.4,25.2,97.1,24.7,24.0
2026-03-24 14:05:13.9,3.4,25.2,97.1,24.7,24.0
2026-03-24 14:05:13.9,3.4,25.2,97.1,24.7,24.0
2026-03-24 14:05:14.0,3.4,25.2,97.1,24.7,24.0
2026-03-24 14:05:14.0,3.4,25.2,97.1,24.8,24.0
2026-03-24 14:05:14.1,3.4,25.2,97.1,24.8,24.0
2026-03-24 14:05:14.1,3.4,25.2,97.1,24.8,24.0
2026-03-24 14:05:14.2,3.4,25.2,97.1,24.8,24.0
2026-03-24 14:05:14.2,3.4,25.2,97.1,24.8,24.0
2026-03-24 14:05:14.3,3.4,25.2,97.1,24.8,24.0
2026-03-24 14:05:14.3,3.4,25.2,97.1,24.8,24.0
2026-03-24 14:05:14.4,3.4,25.2,97.1,24.8,24.0
2026-03-24 14:05:14.4,3.4,25.2,97.1,24.8,24.0
2026-03-24 14:05:14.5,3.4,25.2,97.1,24.8,24.0
2026-03-24 14:05:14.7,3.4,25.2,97.1,24.8,24.0
2026-03-24 14:05:15.3,3.3,25.2,97.1,24.7,24.0
2026-03-24 14:05:15.3,3.3,25.2,97.1,24.7,24.0
2026-03-24 14:05:15.4,3.3,25.2,97.1,24.7,24.0
2026-03-24 14:05:15.4,3.3,25.2,97.1,24.7,24.0
2026-03-24 14:05:15.5,3.3,25.2,97.1,24.7,24.0
2026-03-24 14:05:15.5,3.3,25.2,97.1,24.7,24.0
2026-03-24 14:05:15.6,3.3,25.2,97.1,24.7,24.0
2026-03-24 14:05:15.6,3.3,25.2,97.1,24.7,24.0
2026-03-24 14:05:15.7,3.3,25.2,97.1,24.7,24.0
2026-03-24 14:05:15.7,3.3,25.2,97.1,24.7,24.0
2026-03-24 14:05:15.8,3.3,25.2,97.1,24.7,24.0
2026-03-24 14:05:15.8,3.3,25.2,97.1,24.7,24.0
2026-03-24 14:05:15.9,3.3,25.2,97.1,24.7,24.0
2026-03-24 14:05:15.9,3.3,25.2,97.1,24.7,24.0
2026-03-24 14:05:16.0,3.3,25.2,97.1,24.7,24.0
2026-03-24 14:05:16.0,3.3,25.2,97.1,24.7,24.0
2026-03-24 14:05:16.1,3.3,25.2,97.1,24.7,24.0
2026-03-24 14:05:16.2,3.3,25.2,97.1,24.7,24.0
2026-03-24 14:05:16.2,3.3,25.2,97.1,24.7,24.0
2026-03-24 14:05:16.3,3.3,25.2,97.1,24.7,24.0
2026-03-24 14:05:16.3,3.3,25.2,97.1,24.7,24.0
2026-03-24 14:05:16.4,3.3,25.2,97.1,24.7,24.0
2026-03-24 14:05:16.4,3.3,25.2,97.1,24.7,24.0
2026-03-24 14:05:16.5,3.3,25.2,97.1,24.7,24.0
2026-03-24 14:05:16.5,3.3,25.2,97.1,24.7,24.0
2026-03-24 14:05:17.0,3.3,25.2,97.1,24.7,24.0
2026-03-24 14:05:17.2,3.3,25.2,97.1,24.7,24.0
2026-03-24 14:05:17.3,3.3,25.2,97.1,24.7,24.0
2026-03-24 14:05:17.3,3.3,25.2,97.1,24.7,24.0
2026-03-24 14:05:17.4,3.3,25.2,97.1,24.7,24.0
2026-03-24 14:05:17.5,3.3,25.2,97.1,24.7,24.0
2026-03-24 14:05:17.5,3.3,25.2,97.1,24.7,24.0
2026-03-24 14:05:17.6,3.3,25.2,97.1,24.7,24.0
2026-03-24 14:05:17.6,3.2,25.2,97.1,24.7,24.0
2026-03-24 14:05:17.7,3.2,25.2,97.1,24.7,24.0
2026-03-24 14:05:17.7,3.2,25.2,97.1,24.7,24.0
2026-03-24 14:05:17.8,3.2,25.2,97.1,24.7,24.0
2026-03-24 14:05:17.8,3.2,25.2,97.1,24.7,24.0
2026-03-24 14:05:17.9,3.2,25.2,97.1,24.7,24.0
2026-03-24 14:05:17.9,3.2,25.2,97.1,24.7,24.0
2026-03-24 14:05:18.0,3.2,25.2,97.1,24.7,24.0
2026-03-24 14:05:18.0,3.2,25.2,97.1,24.7,24.0
2026-03-24 14:05:18.1,3.2,25.2,97.1,24.7,24.0
2026-03-24 14:05:18.1,3.2,25.2,97.1,24.7,24.0
2026-03-24 14:05:18.2,3.2,25.2,97.1,24.7,24.0
2026-03-24 14:05:18.2,3.2,25.2,97.1,24.7,24.0
2026-03-24 14:05:18.3,3.2,25.2,97.1,24.7,24.0
2026-03-24 14:05:18.3,3.2,25.2,97.1,24.7,24.0
2026-03-24 14:05:18.4,3.2,25.2,97.1,24.7,24.0
2026-03-24 14:05:18.5,3.2,25.2,97.1,24.7,24.0
2026-03-24 14:05:18.5,3.2,25.2,97.1,24.7,24.0
2026-03-24 14:05:19.2,3.2,25.2,97.1,24.7,24.0
2026-03-24 14:05:19.3,3.2,25.2,97.1,24.7,24.0
2026-03-24 14:05:19.4,3.2,25.2,97.1,24.7,24.0
2026-03-24 14:05:19.4,3.2,25.2,97.1,24.7,24.0
2026-03-24 14:05:19.5,3.2,25.2,97.1,24.7,24.0
2026-03-24 14:05:19.5,3.2,25.2,97.1,24.7,24.0
2026-03-24 14:05:19.6,3.2,25.2,97.1,24.7,24.0
2026-03-24 14:05:19.6,3.2,25.2,97.1,24.7,24.0
2026-03-24 14:05:19.7,3.2,25.2,97.1,24.7,24.0
2026-03-24 14:05:19.7,3.2,25.2,97.1,24.7,24.0
2026-03-24 14:05:19.8,3.1,25.2,97.1,24.7,24.0
2026-03-24 14:05:19.8,3.1,25.2,97.1,24.7,24.0
2026-03-24 14:05:19.9,3.1,25.2,97.1,24.7,24.0
2026-03-24 14:05:19.9,3.1,25.2,97.1,24.7,24.0
2026-03-24 14:05:20.0,3.1,25.2,97.1,24.7,24.0
2026-03-24 14:05:20.0,3.1,25.2,97.1,24.7,24.0
2026-03-24 14:05:20.1,3.1,25.2,97.1,24.7,24.0
2026-03-24 14:05:20.1,3.1,25.2,97.1,24.7,24.0
2026-03-24 14:05:20.2,3.1,25.2,97.1,24.7,24.0
2026-03-24 14:05:20.2,3.1,25.2,97.1,24.7,24.0
2026-03-24 14:05:20.3,3.1,25.2,97.1,24.7,24.0
2026-03-24 14:05:20.3,3.1,25.2,97.1,24.7,24.0
2026-03-24 14:05:20.4,3.1,25.2,97.1,24.7,24.0
2026-03-24 14:05:20.5,3.1,25.2,97.1,24.7,24.0
2026-03-24 14:05:20.5,3.1,25.2,97.1,24.7,24.0
2026-03-24 14:05:20.6,3.1,25.2,97.1,24.7,24.0
2026-03-24 14:05:21.3,3.1,25.2,97.1,24.6,24.0
2026-03-24 14:05:21.3,3.1,25.2,97.1,24.6,24.0
2026-03-24 14:05:21.4,3.1,25.2,97.1,24.6,24.0
2026-03-24 14:05:21.4,3.1,25.2,97.1,24.6,24.0
2026-03-24 14:05:21.5,3.1,25.2,97.1,24.6,24.0
2026-03-24 14:05:21.5,3.1,25.2,97.1,24.6,24.0
2026-03-24 14:05:21.6,3.1,25.2,97.1,24.6,24.0
2026-03-24 14:05:21.6,3.1,25.2,97.1,24.6,24.0
2026-03-24 14:05:21.7,3.1,25.2,97.1,24.6,24.0
2026-03-24 14:05:21.7,3.1,25.2,97.1,24.6,24.0
2026-03-24 14:05:21.8,3.1,25.2,97.1,24.6,24.0
2026-03-24 14:05:21.8,3.1,25.2,97.1,24.6,24.0
2026-03-24 14:05:21.9,3.1,25.2,97.1,24.6,24.0
2026-03-24 14:05:21.9,3.0,25.2,97.1,24.7,24.0
2026-03-24 14:05:22.0,3.0,25.2,97.1,24.7,24.0
