Timestamp,Gas Flow (slm),Lab Temperature (C),Lab Pressure (kPa),Gas Sensor Temperature (C),Humidity (%RH)
2026-03-27 19:15:40.5,-0.0,25.2,96.8,24.8,16.1
2026-03-27 19:15:41.0,-0.0,25.2,96.8,24.8,16.1
2026-03-27 19:15:41.4,-0.0,25.2,96.8,24.8,16.1
2026-03-27 19:15:41.5,-0.0,25.2,96.8,24.8,16.1
2026-03-27 19:15:42.0,-0.0,25.2,96.8,24.7,16.0
2026-03-27 19:15:42.4,-0.0,25.2,96.8,24.7,16.0
2026-03-27 19:15:42.5,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:15:43.1,-0.0,25.2,96.8,24.6,16.1
2026-03-27 19:15:43.4,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:15:43.5,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:15:44.1,-0.0,25.2,96.8,24.8,16.0
2026-03-27 19:15:44.4,-0.0,25.2,96.8,24.8,16.0
2026-03-27 19:15:44.5,-0.0,25.2,96.8,24.8,16.0
2026-03-27 19:15:45.2,-0.0,25.2,96.8,24.8,16.1
2026-03-27 19:15:45.4,-0.0,25.2,96.8,24.7,16.0
2026-03-27 19:15:45.5,-0.0,25.2,96.8,24.7,16.0
2026-03-27 19:15:46.2,-0.0,25.2,96.8,24.8,16.0
2026-03-27 19:15:46.4,-0.0,25.2,96.8,24.8,16.0
2026-03-27 19:15:46.5,-0.0,25.2,96.8,24.8,16.0
2026-03-27 19:15:47.3,-0.0,25.2,96.8,24.7,16.0
2026-03-27 19:15:47.3,-0.0,25.2,96.8,24.7,16.0
2026-03-27 19:15:47.4,-0.0,25.2,96.8,24.7,16.0
2026-03-27 19:15:47.6,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:15:48.1,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:15:48.3,-0.0,25.2,96.8,24.7,16.0
2026-03-27 19:15:49.3,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:15:49.4,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:15:49.4,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:15:49.6,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:15:50.1,-0.0,25.2,96.8,24.7,16.0
2026-03-27 19:15:50.5,2.1,25.2,96.8,24.8,16.1
2026-03-27 19:15:51.3,1.6,25.2,96.8,24.7,16.0
2026-03-27 19:15:51.4,1.6,25.2,96.8,24.7,16.0
2026-03-27 19:15:51.5,1.6,25.2,96.8,24.7,16.0
2026-03-27 19:15:51.6,1.6,25.2,96.8,24.7,16.0
2026-03-27 19:15:52.1,1.6,25.2,96.8,24.6,16.1
2026-03-27 19:15:52.6,1.6,25.2,96.8,24.7,16.1
2026-03-27 19:15:53.3,1.6,25.2,96.8,24.6,16.1
2026-03-27 19:15:53.4,1.6,25.2,96.8,24.6,16.1
2026-03-27 19:15:53.6,1.6,25.2,96.8,24.6,16.1
2026-03-27 19:15:53.6,1.6,25.2,96.8,24.6,16.1
2026-03-27 19:15:54.1,1.6,25.2,96.8,24.6,16.0
2026-03-27 19:15:54.7,1.6,25.2,96.8,24.6,16.0
2026-03-27 19:15:55.3,1.6,25.2,96.8,24.7,16.1
2026-03-27 19:15:55.4,1.6,25.2,96.8,24.7,16.1
2026-03-27 19:15:55.6,1.6,25.2,96.8,24.6,16.1
2026-03-27 19:15:55.7,1.6,25.2,96.8,24.6,16.1
2026-03-27 19:15:56.1,1.6,25.2,96.8,24.6,16.1
2026-03-27 19:15:56.8,1.6,25.2,96.8,24.6,16.1
2026-03-27 19:15:57.3,1.6,25.2,96.8,24.6,16.1
2026-03-27 19:15:57.4,1.6,25.2,96.8,24.6,16.1
2026-03-27 19:15:57.6,1.6,25.2,96.8,24.6,16.1
2026-03-27 19:15:57.8,1.6,25.2,96.8,24.6,16.1
2026-03-27 19:15:58.1,1.6,25.2,96.8,24.6,16.1
2026-03-27 19:15:58.9,1.6,25.2,96.8,24.6,16.1
2026-03-27 19:15:59.3,1.6,25.2,96.8,24.6,16.1
2026-03-27 19:15:59.4,1.6,25.2,96.8,24.6,16.1
2026-03-27 19:15:59.6,1.6,25.2,96.8,24.6,16.1
2026-03-27 19:15:59.9,1.6,25.2,96.8,24.7,16.0
2026-03-27 19:16:00.1,1.6,25.2,96.8,24.7,16.0
2026-03-27 19:16:01.0,0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:01.3,0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:01.4,0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:01.6,0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:02.0,0.0,25.2,96.8,24.7,16.0
2026-03-27 19:16:02.1,0.0,25.2,96.8,24.7,16.0
2026-03-27 19:16:03.1,0.0,25.2,96.8,24.6,16.1
2026-03-27 19:16:03.3,0.0,25.2,96.8,24.8,16.1
2026-03-27 19:16:03.4,0.0,25.2,96.8,24.8,16.1
2026-03-27 19:16:03.6,0.0,25.2,96.8,24.8,16.1
2026-03-27 19:16:04.1,0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:04.2,0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:05.2,0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:05.3,0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:05.4,0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:05.6,-0.0,25.2,96.8,24.8,16.1
2026-03-27 19:16:06.1,-0.0,25.2,96.8,24.8,16.1
2026-03-27 19:16:06.3,0.0,25.2,96.8,24.8,16.1
2026-03-27 19:16:07.3,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:07.4,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:07.4,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:07.6,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:08.1,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:08.4,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:09.3,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:09.4,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:09.4,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:09.6,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:10.1,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:10.5,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:11.3,-0.0,25.2,96.8,24.6,16.1
2026-03-27 19:16:11.4,-0.0,25.2,96.8,24.6,16.1
2026-03-27 19:16:11.5,-0.0,25.2,96.8,24.6,16.1
2026-03-27 19:16:11.6,-0.0,25.2,96.8,24.6,16.1
2026-03-27 19:16:12.1,0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:12.6,0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:13.3,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:13.4,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:13.6,0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:13.6,0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:14.1,0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:14.7,0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:15.3,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:15.4,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:15.6,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:15.7,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:16.1,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:16.8,0.0,25.2,96.8,24.8,16.1
2026-03-27 19:16:17.3,-0.0,25.2,96.8,24.6,16.1
2026-03-27 19:16:17.4,-0.0,25.2,96.8,24.6,16.1
2026-03-27 19:16:17.6,-0.0,25.2,96.8,24.6,16.1
2026-03-27 19:16:17.8,-0.0,25.2,96.8,24.8,16.1
2026-03-27 19:16:18.1,-0.0,25.2,96.8,24.8,16.1
2026-03-27 19:16:18.9,0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:19.3,-0.0,25.2,96.8,24.6,16.1
2026-03-27 19:16:19.4,-0.0,25.2,96.8,24.6,16.1
2026-03-27 19:16:19.6,-0.0,25.2,96.8,24.6,16.1
2026-03-27 19:16:19.9,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:20.1,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:21.0,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:21.3,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:21.4,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:21.6,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:22.0,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:22.1,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:23.1,-0.0,25.2,96.8,24.8,16.1
2026-03-27 19:16:23.3,-0.0,25.2,96.8,24.8,16.1
2026-03-27 19:16:23.4,-0.0,25.2,96.8,24.8,16.1
2026-03-27 19:16:23.6,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:24.1,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:24.2,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:25.2,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:25.3,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:25.4,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:25.6,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:26.1,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:26.3,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:27.3,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:27.4,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:27.4,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:27.6,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:28.1,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:28.4,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:29.3,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:29.4,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:29.4,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:29.6,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:30.1,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:30.5,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:31.3,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:31.4,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:31.5,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:31.6,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:31.7,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:31.8,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:31.8,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:32.1,-0.0,25.2,96.8,24.6,16.1
2026-03-27 19:16:32.6,-0.0,25.2,96.8,24.6,16.1
2026-03-27 19:16:33.3,0.0,25.2,96.8,24.8,16.1
2026-03-27 19:16:33.4,0.0,25.2,96.8,24.8,16.1
2026-03-27 19:16:33.6,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:33.6,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:34.1,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:34.7,-0.0,25.2,96.8,24.7,16.2
2026-03-27 19:16:35.3,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:35.4,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:35.6,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:35.7,-0.0,25.2,96.8,24.8,16.1
2026-03-27 19:16:36.1,-0.0,25.2,96.8,24.8,16.1
2026-03-27 19:16:36.8,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:37.3,-0.0,25.2,96.8,24.8,16.1
2026-03-27 19:16:37.4,-0.0,25.2,96.8,24.8,16.1
2026-03-27 19:16:37.6,-0.0,25.2,96.8,24.8,16.1
2026-03-27 19:16:37.8,0.0,25.2,96.8,24.7,16.2
2026-03-27 19:16:38.1,0.0,25.2,96.8,24.7,16.2
2026-03-27 19:16:38.9,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:39.3,0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:39.4,0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:39.6,0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:39.9,0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:40.1,-0.0,25.2,96.8,24.7,16.1
2026-03-27 19:16:41.0,-0.0,25.2,96.8,24.7,16.2
2026-03-27 19:16:41.3,-0.0,25.2,96.8,24.7,16.2
2026-03-27 19:16:41.4,-0.0,25.2,96.8,24.7,16.2
2026-03-27 19:16:41.6,0.0,25.2,96.8,24.8,16.2
2026-03-27 19:16:42.0,0.0,25.2,96.8,24.8,16.2
2026-03-27 19:16:42.1,0.0,25.2,96.8,24.8,16.2
